COVID-19 Vaccinations in the United States
Date generated: Thu Dec 09 2021 16:28:26 GMT-0600 (Central Standard Time)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2495675,119822,N/A,1925151,92430,1743758,N/A,998841,48,891936,N/A,797993,38.3,723965,N/A,1249355,1147120,99200,0,36751,933071,955161,168,377519,384660,35808,6,377198,311018,35743,6,N/A,48,N/A,N/A,36.7,690379,0,998841,169788,0,135809,0,76503,55969,3336,1,357586,0,0,975530,0,791851,0,377440,378620,35785,6,1895655,0,0,998536,0,797852,0,377449,384611,35786,6,1924682,0,0,152257,19.1,151916,21,102145,29,50497,37.2,72402,78928,809,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,22108865,174473,224366,18514016,146104,16945654,171968,8885587,70.1,7996302,81.1,7942254,62.7,7256802,73.6,13146205,7857260,1105400,0,623247,6725814,11139789,25166,2708690,4631942,593499,8123,2701021,3956943,590906,7932,N/A,70.1,N/A,81.1,58.9,6780557,68.8,8885587,1926569,94.3,1764987,86.4,788689,890575,82169,3554,4642573,227217,1082050,8620351,79.5,7819269,72.1,2708575,4509135,593437,8122,18123374,167224,203998,8885001,74.5,7942040,66.6,2708590,4631887,593440,8123,18513290,155249,185401,2281814,28.7,2279457,31.4,1635563,44.2,1027580,58.2,971800,1282110,27196,708,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,10449480,155216,202343,8027764,119244,7501950,145267,3802990,56.5,3504353,67.9,3442983,51.1,3220885,62.4,6154800,3745880,548800,0,282831,2943648,4774540,26745,1209302,1958140,267791,7750,1208978,1736739,267517,7651,N/A,56.5,N/A,67.9,47.8,2994946,58,3802990,979660,90.2,926337,85.3,453732,438741,30124,3740,2413492,222289,962427,3734855,65.5,3419809,59.9,1209281,1935018,267766,7744,7937886,139138,183162,3802796,60.2,3442941,54.5,1209293,1958123,267775,7750,8027531,127141,165500,896891,26,895182,27.8,701585,38.5,468510,50.6,350877,533812,11774,428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,4891575,167904,221032,3816744,131010,3519765,159045,1958695,67.2,1785109,80.7,1617383,55.5,1492950,67.5,2720695,1926380,244500,0,123606,1486539,2203472,3127,600040,900981,115801,561,599683,777101,115677,489,N/A,67.2,N/A,80.7,52.2,1395354,63.1,1958695,508113,95,416567,87.6,198545,199829,17954,239,1103264,232028,1028750,1915622,78.1,1602405,65.4,600030,886034,115781,560,3759180,153330,199518,1958592,71.8,1617365,59.3,600032,900976,115796,561,3816633,139907,179311,420825,26,420339,28.2,316957,39.4,210003,50.4,187398,227432,5896,99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7215525,161505,208252,5595642,125247,5232049,151006,2729817,61.1,2521200,72.8,2369477,53,2214497,63.9,3876105,2981820,357600,0,216247,2326867,3050572,1956,931785,1236562,199625,1505,931533,1082042,199484,1438,N/A,61.1,N/A,72.8,49.3,2048264,59.1,2729817,703974,93.8,630267,84,288105,303556,37854,752,1628908,217025,961347,2678503,70.4,2348666,61.7,931772,1215798,199594,1502,5522944,145105,189575,2729483,65.1,2369433,56.5,931776,1236550,199603,1504,5594596,133361,172000,677108,28.6,676478,30.5,522750,41.7,335589,53.2,307404,355560,14069,75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6763450,145488,189922,5360696,115314,5059590,142077,2613779,56.2,2439606,68.5,2294275,49.4,2167003,60.9,3761890,2700860,300700,0,179892,2212624,2965388,2792,915458,1211628,166189,1000,914955,1085049,166010,989,N/A,56.2,N/A,68.5,46.2,2022293,56.8,2613779,661721,89.3,626062,84.5,297393,306497,21965,207,1581806,213463,912719,2590645,66,2288896,58.3,915433,1206301,166163,999,5332596,135921,172391,2613601,60.1,2294222,52.8,915444,1211609,166169,1000,5360471,123305,155577,537132,23.4,536546,24.8,431034,34.9,288615,46.1,224198,306145,6772,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,13753030,199536,248263,12058256,174947,11039650,199282,6017911,87.3,5424504,95,5003369,72.6,4575677,82.6,7934970,5240660,577400,0,372954,4697401,6987477,424,1812464,2827837,362908,160,1807132,2406741,361662,142,N/A,87.3,N/A,95,68.6,4301755,77.7,6017911,1328974,95,1077875,92.2,487141,518537,72137,60,2916312,249400,1176140,5822328,95,4916062,81.7,1812434,2740586,362882,160,11774954,195703,228579,6017791,92.1,5003342,76.6,1812455,2827824,362903,160,12058175,184513,210447,1377951,27.5,1376892,30.1,956301,41.4,579821,53.8,650839,712676,14432,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,12547640,207547,266348,9801258,162120,8935192,189667,4718994,78.1,4233813,89.9,4161947,68.8,3788260,80.4,7534020,4442220,571400,0,336938,3623420,5826730,14170,1443979,2403818,310493,3657,1443464,2031119,310208,3469,N/A,78.1,N/A,89.9,65.2,3568887,75.8,4718994,971076,95,882703,92,421517,406195,53951,1040,2324735,242312,1307870,4585356,88.8,4099005,79.4,1443931,2341021,310401,3652,9603361,186008,243035,4718567,83,4161839,73.2,1443946,2403780,310458,3655,9800747,172435,220764,1192613,28.7,1191127,31.4,855927,44.6,515209,58.4,532692,637464,22200,257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2741820,203972,250310,2325660,173013,2159968,197191,1118853,83.2,1024156,93.5,990280,73.7,920932,84.1,1501900,1092620,147300,0,133393,947590,1242331,2346,367433,496375,125989,483,367363,427216,125911,442,N/A,83.2,N/A,93.5,66.3,821615,75,1118853,314311,95,276693,95,125996,126379,24100,218,743545,260651,961148,1086730,91.7,977619,82.5,367420,483749,125967,483,2280515,192459,231390,1118747,87.4,990249,77.3,367426,496370,125970,483,2325543,181587,214092,328426,33.2,328249,35.6,259588,48.1,169560,61.3,153189,168877,6096,264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,67480,86801,141976,46599,59941,43858,92276,25460,32.7,23971,50.4,22346,28.7,21238,44.7,7680,47700,12100,0,2399,41419,2779,2,18812,1146,2387,1,18778,81,2378,1,N/A,32.7,N/A,50.4,25.7,18869,39.7,25460,1371,36.7,1222,32.7,1113,1,108,0,2592,69453,1808150,25374,44.2,22329,38.9,18804,1140,2384,1,46496,81047,117625,25448,36.8,22339,32.3,18807,1145,2386,1,46581,67316,97517,847,3.8,846,4,335,6.5,96,7.9,838,8,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,17101050,171236,218044,13178300,131956,12296169,156780,6191265,62,5690757,72.6,5538735,55.5,5163906,65.8,9477130,6755820,868100,0,423425,5203406,7549535,1934,2068242,3070675,398839,979,2067536,2696926,398541,903,N/A,62,N/A,72.6,52.3,4849649,61.8,6191265,1651949,93.6,1516629,85.9,757986,688747,69337,559,3976052,225221,968678,6046391,70.3,5480794,63.8,2068208,3012798,398811,977,12975943,150971,198965,6191012,65.7,5538689,58.8,2068226,3070660,398825,978,13178021,139888,181532,1811660,32.7,1809861,35,1377318,46.2,884737,58.3,807560,977677,26381,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10313950,182883,237842,8587258,152266,7857039,181185,3941481,69.9,3528926,81.4,3593902,63.7,3278680,75.6,6150570,3682980,480400,0,335238,3176998,5072292,2730,1253714,2024065,315245,878,1251468,1711638,314732,842,N/A,69.9,N/A,81.4,60,3067035,70.7,3941481,923704,95,868594,94.4,365599,452798,49942,255,2348759,255194,1120620,3798280,79.5,3530148,73.9,1253693,1960358,315227,870,8380944,175404,215859,3941269,74.5,3593859,68,1253708,2024043,315230,878,8587020,162387,195044,1325977,36.9,1324888,40.4,948081,54.5,595772,68.6,542372,764043,19358,204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9496225,154726,199214,7675886,125067,7163088,150269,3728549,60.8,3433697,72,3181734,51.8,2967801,62.3,5527045,3574780,394400,0,231886,2787227,4654465,2308,1109694,1847272,224226,542,1109241,1634155,223978,427,N/A,60.8,N/A,72,48.8,2784267,58.4,3728549,983819,92.6,869743,81.9,395879,434691,39013,160,2302356,216787,894152,3653798,69.8,3154325,60.2,1109681,1819904,224201,539,7573086,144643,181374,3728270,64.6,3181697,55.1,1109682,1847263,224210,542,7675584,133041,164598,841891,26.5,841125,28.3,651454,38.9,440000,50.6,338586,493273,9997,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,108120,208521,299709,86790,167383,72960,202245,41488,80,33459,92.7,37463,72.3,31664,87.8,80600,24220,3300,0,1166,11751,73873,0,4755,31646,1062,0,4754,25848,1062,0,N/A,80,N/A,92.7,70.4,30679,85,41488,3070,81.8,2962,78.9,473,2379,110,0,7399,197096,2880130,38446,90.9,36176,85.5,4755,30359,1062,0,82458,194982,255663,41487,86.2,37463,77.9,4755,31646,1062,0,86789,180427,224772,8946,23.9,8937,28.2,5187,40.6,1486,50.2,1724,7115,107,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4510385,151551,198035,3295371,110726,3095842,135928,1626656,54.7,1512323,66.4,1414541,47.5,1328524,58.3,2481425,1820660,208300,0,83089,1352850,1857287,2145,556186,778581,79099,675,555864,692999,79007,654,N/A,54.7,N/A,66.4,45.2,1260006,55.3,1626656,430843,88.5,396082,81.4,202302,176287,17173,320,992370,203901,926741,1612456,64,1410583,55.9,556175,774648,79085,675,3277102,129970,178882,1626531,58.2,1414512,50.7,556178,778571,79088,675,3295228,117996,161508,308751,21.8,308366,23.2,258679,33.1,173815,43.9,147854,156631,4013,253,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1684155,157578,200449,1366579,127864,1280218,152372,648595,60.7,598264,71.2,562817,52.7,527693,62.8,891775,692480,99900,0,55651,582009,727293,1626,226860,284256,51317,384,226740,249320,51256,377,N/A,60.7,N/A,71.2,48.7,485376,57.8,648595,190851,92.4,172826,83.7,82966,79910,9763,187,456217,220996,815820,634664,69.2,558376,60.9,226841,279840,51311,384,1348214,146929,183540,648504,64.4,562791,55.9,226844,284251,51312,384,1366454,135612,167142,185843,33,185571,35.2,143378,46.4,97959,56.7,86320,96141,3150,232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18070080,172292,220707,14020046,133676,13008104,158880,7570189,72.2,6991154,85.4,5790532,55.2,5372578,65.6,10368620,6839760,861700,0,469456,5249802,8299895,893,2062368,3281242,446799,123,2059393,2867680,445385,120,N/A,72.2,N/A,85.4,51.4,4970312,60.7,7570189,2011147,95,1467033,83.8,706108,709722,51150,53,3927104,224266,1031930,7422466,82.6,5726416,63.7,2062290,3217226,446777,123,13803545,153620,201102,7569326,76.6,5790210,58.6,2062312,3280993,446782,123,14018889,141916,182927,913846,15.8,913011,17,686871,23.6,436790,29.8,393889,504598,15350,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1175490,154251,202012,927047,121650,867354,149058,448852,58.9,415095,71.3,377603,49.6,354081,60.9,660030,465660,49800,0,36535,368033,522167,312,139979,203634,33987,3,139775,180458,33845,3,N/A,58.9,N/A,71.3,45.9,326415,56.1,448852,116671,95,98829,82.5,47420,47154,4255,0,271481,226527,980842,438665,68.8,373892,58.7,139974,199932,33983,3,911805,143085,184464,448792,63.4,377591,53.3,139975,203630,33983,3,926976,130936,166039,114612,30.4,114524,32.3,86021,45.5,57058,57.7,53410,59439,1761,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3252610,168145,223036,2696795,139412,2481915,170188,1256368,64.9,1134908,77.8,1130985,58.5,1038553,71.2,1941270,1169540,141800,0,86789,989685,1614945,5376,398831,647196,83552,1406,398662,555076,83468,1347,N/A,64.9,N/A,77.8,55.2,974746,66.8,1256368,299852,95,281211,90,136738,136868,6743,862,764537,244685,1040980,1221979,75.6,1116198,69,398805,632461,83530,1402,2647560,163692,201100,1256149,69.6,1130931,62.7,398812,647176,83537,1406,2696519,149514,180347,360398,31.9,359994,34.7,262238,48.1,169952,60.4,142472,214486,3257,183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2758180,202850,249732,2185778,160753,2033051,184077,1229345,90.4,1150320,95,888542,65.3,832170,75.3,1589360,1008320,160500,0,103209,823203,1259305,61,331483,479630,77352,77,331225,423578,77296,71,N/A,90.4,N/A,95,59.9,758353,68.7,1229345,380477,95,232399,91.5,96402,119738,16222,37,628886,247726,1086480,1212310,95,883754,73.7,331377,474974,77326,77,2164476,180588,230123,1228455,94.8,888325,68.5,331378,479544,77326,77,2184634,168556,212808,56394,6.3,56342,6.8,43713,9.1,28054,12.1,23079,32149,1156,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,17509825,197134,252172,13998467,157602,12859686,185202,7160707,80.6,6506209,93.7,6117660,68.9,5621923,81,10228065,6424960,856800,0,508640,5381004,8108076,747,2195467,3438981,482908,304,2194815,2944240,482582,286,N/A,80.6,N/A,93.7,64.4,5222492,75.2,7160707,1534248,95,1318155,89.3,614098,613960,89995,102,3373301,228615,1186680,7002297,91.9,6054236,79.5,2195422,3375690,482821,303,13778335,180857,229837,7159966,85.6,6117549,73.1,2195434,3438960,482851,304,13997706,167287,209260,1515582,24.8,1513773,26.9,1101798,38.2,654781,49.7,685116,798102,32352,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3719165,177371,229438,3236448,154350,2978728,183760,1636113,78,1476031,91.1,1353853,64.6,1239593,76.5,2076625,1465740,176800,0,106912,1332618,1790081,6837,529395,720315,102236,1907,528993,606632,102086,1882,N/A,78,N/A,91.1,60.6,1155918,71.3,1636113,400804,95,341151,90.3,159557,160110,20524,960,891969,236217,984933,1596301,89.3,1340757,75,529370,707259,102221,1907,3186280,178260,208073,1635953,82.8,1353808,68.5,529379,720295,102227,1907,3236273,163792,188232,419890,31,419349,33.8,304351,45.7,187275,54.9,171731,243110,4986,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,4844250,157273,202899,4075905,132328,3800691,159190,2075105,67.4,1915932,80.2,1700561,55.2,1588436,66.5,2902790,1702060,239400,0,171745,1431617,2472034,509,575738,961611,163160,52,575635,849639,163112,50,N/A,67.4,N/A,80.2,50.5,1444175,60.5,2075105,473641,95,400017,80.7,185255,189468,25266,28,1055144,212743,976718,2049241,78.2,1690534,64.5,575734,951592,163156,52,4039475,154072,184768,2075061,71.7,1700550,58.7,575734,961607,163157,52,4075850,140810,167356,372684,21.9,372474,23.4,285388,35,186745,46.7,155508,210840,6336,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,36837385,189361,238812,31056954,159647,28794368,186670,15541588,79.9,14235398,92.3,13513005,69.5,12553259,81.4,21839225,13280460,1717700,0,1268085,11425898,18350552,12419,4724556,7611252,1173855,3342,4722168,6655035,1172968,3088,N/A,79.9,N/A,92.3,64,11495003,74.5,15541588,3284526,95,2878451,87.3,1360845,1335426,180812,1368,7242438,219724,1117590,15220658,90.7,13422728,80,4724079,7521641,1173693,3315,30648562,182723,219620,15540378,84.8,13512664,73.7,4724448,7611128,1173759,3329,31055315,169455,201005,2630084,19.5,2627847,20.9,1902515,30.6,1151491,40,1163630,1429084,37296,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,18773745,160609,206054,14934121,127761,13952873,153142,6917921,59.2,6366367,69.9,6309251,54,5889599,64.6,10688865,7191380,893500,0,571293,5751947,8592671,18210,2290926,3490685,522793,4847,2290359,3071938,522558,4744,N/A,59.2,N/A,69.9,50.4,5475110,60.1,6917921,1849942,90.4,1752912,85.7,792415,868776,89324,2397,4594403,224520,917439,6764895,67.6,6245331,62.4,2290912,3426791,522781,4847,14714865,147138,187724,6917785,62.9,6309224,57.4,2290919,3490672,522786,4847,14933983,135785,170697,1960242,31.1,1958232,33.2,1503311,44.3,992117,56.6,849762,1076002,34142,336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
